TransactionID,VendorName,Category,CostCentre,Amount,ContractRate,Date,Currency
AP-10295,Infosys,IT Services,CC-101 Finance,23401.75,33774.21,2024-01-20,INR
AP-10296,Microsoft,Cloud,CC-101 Finance,13185.11,17376.32,2024-09-10,INR
AP-10297,Infosys,IT Services,CC-101 Finance,28407.93,33774.21,2024-06-20,USD
AP-10298,Google Cloud,Legal,CC-102 Operations,7015.8,8912.25,2024-04-08,INR
AP-10299,HCL Technologies,Cloud,CC-106 Legal,12213.92,17376.32,2024-04-05,INR
AP-10300,HCL Technologies,Hardware,CC-105 Marketing,25831.68,38141.2,2024-11-08,EUR
AP-10301,SAP SE,Marketing,CC-105 Marketing,34327.59,45148.08,2024-02-18,INR
AP-10302,ORACLE CORP,Facilities,CC-102 Operations,42201.98,35451.48,2024-08-16,USD
AP-10303,HCL Technologies,Hardware,CC-105 Marketing,23059.19,38141.2,2024-11-30,USD
AP-10304,McKinsey & Co,IT Services,CC-106 Legal,39323.79,33774.21,2024-07-26,EUR
AP-10305,ServiceNow,Hardware,CC-106 Legal,52310.06,38141.2,2024-05-31,USD
AP-10306,Cisco Systems,Software Licenses,CC-102 Operations,11904.29,15044.48,2024-08-20,EUR
AP-10307,Cisco Systems,Facilities,CC-104 HR,34214.89,35451.48,2024-10-02,EUR
AP-10308,KPMG,Software Licenses,CC-106 Legal,14281.03,15044.48,2024-02-11,EUR
AP-10309,Google Cloud,Facilities,CC-101 Finance,22862.08,35451.48,2024-10-07,EUR
AP-10310,KPMG,Cloud,CC-102 Operations,14042.44,17376.32,2024-02-29,EUR
AP-10311,KPMG,Legal,CC-101 Finance,6935.45,8912.25,2024-01-29,USD
AP-10312,ORACLE CORP,Legal,CC-105 Marketing,10848.07,8912.25,2024-06-06,EUR
AP-10313,ACCENTURE,Hardware,CC-101 Finance,31707.71,38141.2,2024-01-24,USD
AP-10314,Cognizant,Consulting,CC-105 Marketing,5965.2,6125.48,2024-02-05,USD
AP-10315,Deloitte & Co,Marketing,CC-102 Operations,40919.11,45148.08,2024-11-26,USD
AP-10316,Cognizant,Marketing,CC-104 HR,43464.37,45148.08,2024-07-11,INR
AP-10317,Workday,Cloud,CC-106 Legal,11250.36,17376.32,2024-10-02,USD
AP-10318,ServiceNow,Cloud,CC-106 Legal,16228.24,17376.32,2024-01-12,USD
AP-10319,Google Cloud,Marketing,CC-105 Marketing,31236.4,45148.08,2024-08-23,USD
AP-10320,Oracle,Software Licenses,CC-106 Legal,9220.57,15044.48,2024-12-04,USD
AP-10321,Cisco Systems,IT Services,CC-102 Operations,21627.61,33774.21,2024-01-18,USD
AP-10322,Cisco Systems,IT Services,CC-102 Operations,25699.0,33774.21,2024-04-29,EUR
AP-10323,KPMG,IT Services,CC-102 Operations,24172.38,33774.21,2024-10-21,USD
AP-10324,Adobe Systems,Facilities,CC-102 Operations,23302.41,35451.48,2024-12-04,EUR
AP-10325,McKinsey & Co,Marketing,CC-103 IT,37142.75,45148.08,2024-10-29,EUR
AP-10326,Amazon Web Svc,Legal,CC-101 Finance,8704.01,8912.25,2024-12-09,USD
AP-10327,ServiceNow,Facilities,CC-106 Legal,23386.88,35451.48,2024-07-11,INR
AP-10328,Workday,Legal,CC-102 Operations,6419.45,8912.25,2024-12-28,INR
AP-10329,Google Cloud,IT Services,CC-105 Marketing,25891.42,33774.21,2024-09-28,INR
AP-10330,SAP SE,Software Licenses,CC-103 IT,12918.43,15044.48,2024-08-18,USD
AP-10331,I.B.M.,IT Services,CC-103 IT,28437.47,33774.21,2024-01-21,INR
AP-10332,KPMG,Software Licenses,CC-104 HR,14485.02,15044.48,2024-06-04,INR
AP-10333,KPMG,Software Licenses,CC-106 Legal,21060.08,15044.48,2024-09-02,INR
AP-10334,Cisco Systems,Software Licenses,CC-104 HR,12348.99,15044.48,2024-05-24,USD
AP-10335,Google Cloud,Facilities,CC-103 IT,28542.93,35451.48,2024-09-11,USD
AP-10336,WIPRO,Facilities,CC-102 Operations,27140.66,35451.48,2024-10-15,INR
AP-10337,Oracle Corp,Hardware,CC-105 Marketing,31720.4,38141.2,2024-08-01,USD
AP-10338,Oracle Corporation,Facilities,CC-102 Operations,33088.46,35451.48,2024-09-12,EUR
AP-10339,HCL Technologies,Hardware,CC-104 HR,32674.72,38141.2,2024-09-08,USD
AP-10340,Amazon AWS,Cloud,CC-102 Operations,13819.85,17376.32,2024-10-04,EUR
AP-10341,Deloitte Consulting,IT Services,CC-101 Finance,29291.91,33774.21,2024-01-04,USD
AP-10342,Oracle Corporation,Consulting,CC-106 Legal,4211.19,6125.48,2024-08-21,USD
AP-10343,Deloitte Consulting,Legal,CC-106 Legal,5370.92,8912.25,2024-10-09,USD
AP-10344,Accenture,Hardware,CC-105 Marketing,23146.26,38141.2,2024-12-23,EUR
AP-10345,Microsoft,Cloud,CC-101 Finance,14070.55,17376.32,2024-05-03,INR
AP-10346,Cisco Systems,Hardware,CC-103 IT,28939.96,38141.2,2024-07-10,USD
AP-10347,Google Cloud,Software Licenses,CC-106 Legal,13143.11,15044.48,2024-02-11,EUR
AP-10348,Deloitte,Marketing,CC-104 HR,35685.13,45148.08,2024-11-22,INR
AP-10349,Amazon Web Services,Legal,CC-104 HR,6528.3,8912.25,2024-02-18,EUR
AP-10350,Deloitte,Software Licenses,CC-106 Legal,11888.15,15044.48,2024-01-24,INR
AP-10351,Tata Consultancy,IT Services,CC-102 Operations,24513.11,33774.21,2024-04-16,EUR
AP-10352,ORACLE CORP,Consulting,CC-103 IT,4264.49,6125.48,2024-07-18,EUR
AP-10353,Workday,Facilities,CC-104 HR,23255.47,35451.48,2024-12-18,EUR
AP-10354,IBM India,IT Services,CC-101 Finance,31594.76,33774.21,2024-06-23,EUR
AP-10355,Cisco Systems,Marketing,CC-103 IT,52052.63,45148.08,2024-08-18,USD
AP-10356,McKinsey & Co,Facilities,CC-105 Marketing,27394.75,35451.48,2024-12-14,EUR
AP-10357,SAP SE,Consulting,CC-105 Marketing,4279.14,6125.48,2024-02-07,INR
AP-10358,Tata Consultancy,Cloud,CC-104 HR,14831.74,17376.32,2024-07-18,USD
AP-10359,Cognizant,Consulting,CC-101 Finance,7135.03,6125.48,2024-07-03,USD
AP-10360,Wipro Ltd,Consulting,CC-102 Operations,5040.01,6125.48,2024-09-19,USD
AP-10361,Wipro,Consulting,CC-103 IT,5137.87,6125.48,2024-06-15,USD
AP-10362,Accenture Limited,Marketing,CC-104 HR,40178.97,45148.08,2024-10-13,INR
AP-10363,Adobe Systems,Cloud,CC-106 Legal,11390.8,17376.32,2024-06-03,USD
AP-10364,Salesforce,Cloud,CC-101 Finance,12343.87,17376.32,2024-06-02,USD
AP-10365,IBM India,Hardware,CC-102 Operations,30448.92,38141.2,2024-11-11,INR
AP-10366,Google Cloud,Consulting,CC-102 Operations,6000.09,6125.48,2024-06-19,EUR
AP-10367,SAP SE,Facilities,CC-104 HR,32834.81,35451.48,2024-11-29,EUR
AP-10368,Oracle,Facilities,CC-105 Marketing,24119.08,35451.48,2024-06-09,INR
AP-10369,SAP SE,Facilities,CC-103 IT,30245.82,35451.48,2024-10-21,INR
AP-10370,HCL Technologies,Marketing,CC-103 IT,34184.95,45148.08,2024-02-28,EUR
AP-10371,KPMG,Cloud,CC-106 Legal,10612.87,17376.32,2024-08-24,EUR
AP-10372,KPMG,Legal,CC-103 IT,5593.89,8912.25,2024-07-28,EUR
AP-10373,Salesforce,Cloud,CC-106 Legal,12182.06,17376.32,2024-03-19,EUR
AP-10374,Microsoft,Marketing,CC-101 Finance,37887.07,45148.08,2024-10-25,USD
AP-10375,Workday,Marketing,CC-105 Marketing,62722.67,45148.08,2024-12-25,EUR
AP-10376,Cisco Systems,Consulting,CC-101 Finance,5286.54,6125.48,2024-06-30,INR
AP-10377,Cisco Systems,IT Services,CC-105 Marketing,29416.96,33774.21,2024-07-23,USD
AP-10378,Microsoft,Consulting,CC-101 Finance,6955.36,6125.48,2024-09-22,EUR
AP-10379,Adobe Systems,Software Licenses,CC-104 HR,11813.31,15044.48,2024-12-13,EUR
AP-10380,ServiceNow,Cloud,CC-103 IT,13781.31,17376.32,2024-05-31,USD
AP-10381,IBM,Cloud,CC-103 IT,13590.59,17376.32,2024-04-15,EUR
AP-10382,Salesforce,Facilities,CC-104 HR,46281.13,35451.48,2024-08-19,USD
AP-10383,IBM India,IT Services,CC-106 Legal,45551.99,33774.21,2024-11-27,INR
AP-10384,AWS,Cloud,CC-105 Marketing,14317.04,17376.32,2024-08-24,INR
AP-10385,SAP SE,Cloud,CC-102 Operations,13429.35,17376.32,2024-01-15,EUR
AP-10386,Cisco Systems,Software Licenses,CC-104 HR,11366.62,15044.48,2024-12-26,INR
AP-10387,KPMG,Hardware,CC-106 Legal,23839.22,38141.2,2024-02-22,EUR
AP-10388,Amazon AWS,Facilities,CC-102 Operations,24991.21,35451.48,2024-09-07,EUR
AP-10389,HCL Technologies,Marketing,CC-105 Marketing,29151.79,45148.08,2024-06-29,USD
AP-10390,Cisco Systems,Cloud,CC-106 Legal,12493.19,17376.32,2024-11-10,EUR
AP-10391,I.B.M.,Facilities,CC-101 Finance,22929.29,35451.48,2024-07-10,EUR
AP-10392,ORACLE CORP,Marketing,CC-105 Marketing,34018.36,45148.08,2024-04-05,USD
AP-10393,Workday,Cloud,CC-105 Marketing,12433.35,17376.32,2024-04-05,USD
AP-10394,Google Cloud,IT Services,CC-103 IT,26811.44,33774.21,2024-04-09,USD
AP-10395,Workday,Legal,CC-104 HR,6829.03,8912.25,2024-08-15,USD
AP-10396,Amazon Web Services,IT Services,CC-102 Operations,23977.7,33774.21,2024-10-02,USD
AP-10397,Amazon Web Svc,Legal,CC-105 Marketing,7389.02,8912.25,2024-05-17,EUR
AP-10398,Cognizant,IT Services,CC-106 Legal,23216.96,33774.21,2024-08-05,INR
AP-10399,McKinsey & Co,Hardware,CC-101 Finance,28202.78,38141.2,2024-02-14,USD
AP-10400,Wipro Ltd,Software Licenses,CC-106 Legal,11136.71,15044.48,2024-12-29,EUR
AP-10401,Microsoft,Cloud,CC-105 Marketing,11861.91,17376.32,2024-04-15,INR
AP-10402,Adobe Systems,Facilities,CC-105 Marketing,28910.94,35451.48,2024-06-14,EUR
AP-10403,Infosys,Hardware,CC-105 Marketing,35975.04,38141.2,2024-12-13,INR
AP-10404,ORACLE CORP,IT Services,CC-103 IT,21978.75,33774.21,2024-03-08,INR
AP-10405,Oracle,Software Licenses,CC-106 Legal,9882.25,15044.48,2024-11-19,USD
AP-10406,Microsoft,Marketing,CC-104 HR,60054.33,45148.08,2024-02-17,USD
AP-10407,ServiceNow,Hardware,CC-106 Legal,28515.45,38141.2,2024-09-06,USD
AP-10408,Adobe Systems,IT Services,CC-106 Legal,46964.09,33774.21,2024-11-21,EUR
AP-10409,Cognizant,Consulting,CC-105 Marketing,6047.39,6125.48,2024-04-18,USD
AP-10410,Tata Consultancy,Facilities,CC-103 IT,29466.33,35451.48,2024-10-16,USD
AP-10411,HCL Technologies,IT Services,CC-101 Finance,44802.25,33774.21,2024-08-23,INR
AP-10412,Wipro Ltd,Legal,CC-104 HR,12349.98,8912.25,2024-04-13,EUR
AP-10413,Oracle,Cloud,CC-103 IT,20548.33,17376.32,2024-02-12,USD
AP-10414,Amazon Web Services,Marketing,CC-106 Legal,39720.22,45148.08,2024-04-29,USD
AP-10415,IBM,IT Services,CC-102 Operations,22057.26,33774.21,2024-04-25,EUR
AP-10416,Google Cloud,IT Services,CC-101 Finance,31303.41,33774.21,2024-08-04,EUR
AP-10417,ORACLE CORP,Consulting,CC-102 Operations,5465.8,6125.48,2024-02-22,INR
AP-10418,HCL Technologies,Facilities,CC-103 IT,32239.02,35451.48,2024-03-09,EUR
AP-10419,Oracle Corp,IT Services,CC-105 Marketing,26210.13,33774.21,2024-04-19,EUR
AP-10420,ORACLE CORP,Legal,CC-102 Operations,9751.41,8912.25,2024-03-04,EUR
AP-10421,SAP SE,Facilities,CC-104 HR,23253.76,35451.48,2024-05-21,EUR
AP-10422,I.B.M.,Hardware,CC-106 Legal,51414.48,38141.2,2024-06-03,INR
AP-10423,ServiceNow,Software Licenses,CC-106 Legal,12915.2,15044.48,2024-05-02,USD
AP-10424,SAP SE,Consulting,CC-102 Operations,5130.53,6125.48,2024-09-27,INR
AP-10425,Cognizant,Facilities,CC-102 Operations,33168.03,35451.48,2024-08-03,USD
AP-10426,Workday,Cloud,CC-104 HR,15780.25,17376.32,2024-01-09,EUR
AP-10427,IBM,Hardware,CC-102 Operations,41213.83,38141.2,2024-07-22,EUR
AP-10428,Infosys,Marketing,CC-104 HR,28577.43,45148.08,2024-10-01,EUR
AP-10429,Cisco Systems,Cloud,CC-103 IT,18885.75,17376.32,2024-04-14,INR
AP-10430,Workday,Facilities,CC-104 HR,32093.86,35451.48,2024-11-28,EUR
AP-10431,IBM India,Marketing,CC-106 Legal,31398.46,45148.08,2024-05-05,INR
AP-10432,Microsoft,Consulting,CC-104 HR,3810.12,6125.48,2024-12-07,EUR
AP-10433,Amazon Web Services,IT Services,CC-106 Legal,20417.87,33774.21,2024-09-11,USD
AP-10434,ServiceNow,Hardware,CC-102 Operations,34323.67,38141.2,2024-05-17,EUR
AP-10435,Wipro,Facilities,CC-104 HR,22176.63,35451.48,2024-12-30,EUR
AP-10436,IBM Ltd,Legal,CC-105 Marketing,7128.41,8912.25,2024-10-17,INR
AP-10437,Cognizant,Cloud,CC-103 IT,16641.43,17376.32,2024-12-11,EUR
AP-10438,Wipro Ltd,IT Services,CC-101 Finance,20430.53,33774.21,2024-01-24,USD
AP-10439,Cognizant,Marketing,CC-102 Operations,44431.89,45148.08,2024-01-19,EUR
AP-10440,Microsoft,Software Licenses,CC-103 IT,14538.11,15044.48,2024-06-12,USD
AP-10441,IBM India,Consulting,CC-105 Marketing,3804.34,6125.48,2024-04-24,EUR
AP-10442,Deloitte & Co,Consulting,CC-104 HR,5570.58,6125.48,2024-06-08,USD
AP-10443,IBM Ltd,IT Services,CC-103 IT,27881.38,33774.21,2024-06-04,EUR
AP-10444,Cisco Systems,Software Licenses,CC-104 HR,14875.13,15044.48,2024-04-10,EUR
AP-10445,Workday,Software Licenses,CC-102 Operations,18044.53,15044.48,2024-04-29,EUR
AP-10446,Cognizant,IT Services,CC-103 IT,43348.63,33774.21,2024-06-06,INR
AP-10447,KPMG,Software Licenses,CC-104 HR,9387.12,15044.48,2024-03-13,EUR
AP-10448,Tata Consultancy,Consulting,CC-101 Finance,5873.81,6125.48,2024-09-23,USD
AP-10449,Cognizant,Legal,CC-106 Legal,9736.6,8912.25,2024-03-09,EUR
AP-10450,SAP SE,Consulting,CC-105 Marketing,4741.08,6125.48,2024-03-07,INR
AP-10451,Infosys,Hardware,CC-103 IT,28879.79,38141.2,2024-06-16,USD
AP-10452,Google Cloud,Hardware,CC-102 Operations,43058.45,38141.2,2024-10-26,INR
AP-10453,Oracle Corp,Cloud,CC-104 HR,13251.27,17376.32,2024-10-01,USD
AP-10454,KPMG,Legal,CC-103 IT,8386.36,8912.25,2024-02-16,INR
AP-10455,Infosys,IT Services,CC-102 Operations,24692.91,33774.21,2024-02-16,EUR
AP-10456,McKinsey & Co,Facilities,CC-104 HR,30873.75,35451.48,2024-05-13,INR
AP-10457,ACCENTURE,Legal,CC-105 Marketing,6238.05,8912.25,2024-08-24,INR
AP-10458,Oracle Corp,IT Services,CC-101 Finance,33538.7,33774.21,2024-03-07,INR
AP-10459,SAP SE,Facilities,CC-106 Legal,30412.9,35451.48,2024-10-25,EUR
AP-10460,Tata Consultancy,Consulting,CC-101 Finance,4159.81,6125.48,2024-11-26,USD
AP-10461,Oracle Corp,Facilities,CC-101 Finance,43135.17,35451.48,2024-03-27,EUR
AP-10462,Microsoft,Marketing,CC-104 HR,58344.52,45148.08,2024-03-29,USD
AP-10463,KPMG,Cloud,CC-103 IT,16566.05,17376.32,2024-01-18,EUR
AP-10464,Cisco Systems,Software Licenses,CC-106 Legal,11505.97,15044.48,2024-10-08,USD
AP-10465,Deloitte,Hardware,CC-104 HR,25927.74,38141.2,2024-09-26,INR
AP-10466,Workday,IT Services,CC-104 HR,25116.02,33774.21,2024-10-05,USD
AP-10467,Cognizant,Facilities,CC-104 HR,21640.48,35451.48,2024-11-01,INR
AP-10468,Accenture Limited,IT Services,CC-104 HR,30624.32,33774.21,2024-04-29,INR
AP-10469,Wipro Ltd,Software Licenses,CC-103 IT,13788.19,15044.48,2024-01-29,INR
AP-10470,Adobe Systems,Marketing,CC-103 IT,44995.33,45148.08,2024-03-29,INR
AP-10471,McKinsey & Co,Facilities,CC-106 Legal,34231.67,35451.48,2024-01-15,EUR
AP-10472,Cognizant,Cloud,CC-105 Marketing,16241.28,17376.32,2024-09-09,EUR
AP-10473,Infosys,Cloud,CC-104 HR,18750.74,17376.32,2024-11-04,INR
AP-10474,ACCENTURE,IT Services,CC-103 IT,22986.25,33774.21,2024-03-07,USD
AP-10475,Amazon AWS,IT Services,CC-101 Finance,29784.75,33774.21,2024-03-13,INR
AP-10476,ServiceNow,Facilities,CC-101 Finance,34627.92,35451.48,2024-07-21,EUR
AP-10477,Wipro Limited,Hardware,CC-103 IT,25287.67,38141.2,2024-08-11,EUR
AP-10478,Salesforce,Facilities,CC-102 Operations,29240.06,35451.48,2024-11-10,USD
AP-10479,McKinsey & Co,Cloud,CC-104 HR,15211.22,17376.32,2024-03-06,INR
AP-10480,ACCENTURE,IT Services,CC-102 Operations,32707.46,33774.21,2024-11-09,INR
AP-10481,Adobe Systems,Consulting,CC-104 HR,5501.52,6125.48,2024-05-01,USD
AP-10482,HCL Technologies,Cloud,CC-106 Legal,11042.48,17376.32,2024-12-28,EUR
AP-10483,HCL Technologies,Legal,CC-101 Finance,6236.94,8912.25,2024-02-04,USD
AP-10484,Tata Consultancy,Consulting,CC-106 Legal,7296.79,6125.48,2024-08-02,INR
AP-10485,Microsoft,Legal,CC-104 HR,6685.43,8912.25,2024-09-02,EUR
AP-10486,McKinsey & Co,Cloud,CC-104 HR,23415.62,17376.32,2024-05-30,INR
AP-10487,HCL Technologies,Hardware,CC-101 Finance,42635.6,38141.2,2024-07-11,INR
AP-10488,IBM,Facilities,CC-105 Marketing,33937.36,35451.48,2024-12-26,INR
AP-10489,Microsoft,Cloud,CC-105 Marketing,11517.75,17376.32,2024-02-21,USD
AP-10490,KPMG,Software Licenses,CC-104 HR,13371.76,15044.48,2024-10-03,USD
AP-10491,Infosys,Hardware,CC-102 Operations,45524.83,38141.2,2024-10-08,USD
AP-10492,Oracle Corp,Facilities,CC-101 Finance,25447.77,35451.48,2024-12-04,EUR
AP-10493,Cisco Systems,Legal,CC-102 Operations,10074.09,8912.25,2024-11-22,USD
AP-10494,IBM Ltd,Consulting,CC-103 IT,4829.19,6125.48,2024-12-04,USD
AP-10495,IBM Ltd,Cloud,CC-103 IT,12993.33,17376.32,2024-08-16,INR
AP-10496,Tata Consultancy,Legal,CC-104 HR,8331.45,8912.25,2024-10-15,INR
AP-10497,Oracle Corp,Consulting,CC-106 Legal,5001.94,6125.48,2024-10-28,INR
AP-10498,Workday,IT Services,CC-104 HR,25920.11,33774.21,2024-10-01,EUR
AP-10499,Salesforce,Software Licenses,CC-104 HR,11402.54,15044.48,2024-01-18,EUR
AP-10500,Adobe Systems,Cloud,CC-101 Finance,13546.86,17376.32,2024-03-26,INR
AP-10501,KPMG,Cloud,CC-101 Finance,17294.86,17376.32,2024-08-10,INR
AP-10502,Oracle,Facilities,CC-106 Legal,22221.16,35451.48,2024-07-17,EUR
AP-10503,SAP SE,Facilities,CC-103 IT,34276.79,35451.48,2024-01-07,EUR
AP-10504,Cisco Systems,Marketing,CC-101 Finance,29765.22,45148.08,2024-10-28,EUR
AP-10505,Wipro,Consulting,CC-103 IT,5831.79,6125.48,2024-07-29,USD
AP-10506,SAP SE,Legal,CC-105 Marketing,5480.91,8912.25,2024-05-21,USD
AP-10507,ORACLE CORP,IT Services,CC-104 HR,24742.91,33774.21,2024-05-01,INR
AP-10508,Salesforce,Hardware,CC-103 IT,51029.54,38141.2,2024-06-04,USD
AP-10509,Tata Consultancy,Legal,CC-106 Legal,8814.2,8912.25,2024-04-26,INR
AP-10510,Infosys,Legal,CC-103 IT,6833.1,8912.25,2024-11-26,INR
AP-10511,KPMG,Legal,CC-102 Operations,6798.87,8912.25,2024-09-05,EUR
AP-10512,Cognizant,IT Services,CC-105 Marketing,21150.99,33774.21,2024-12-29,EUR
AP-10513,SAP SE,Cloud,CC-105 Marketing,10627.0,17376.32,2024-04-08,INR
AP-10514,Deloitte,IT Services,CC-104 HR,39938.93,33774.21,2024-04-11,USD
AP-10515,Cognizant,Legal,CC-105 Marketing,8638.01,8912.25,2024-12-14,INR
AP-10516,McKinsey & Co,Facilities,CC-104 HR,23789.13,35451.48,2024-08-30,EUR
AP-10517,Workday,Facilities,CC-103 IT,33955.31,35451.48,2024-12-18,INR
AP-10518,Infosys,IT Services,CC-104 HR,45605.29,33774.21,2024-04-19,INR
AP-10519,McKinsey & Co,Software Licenses,CC-103 IT,12115.51,15044.48,2024-12-15,INR
AP-10520,Salesforce,Cloud,CC-106 Legal,15992.23,17376.32,2024-04-24,USD
AP-10521,Cisco Systems,Hardware,CC-106 Legal,32690.67,38141.2,2024-08-04,USD
AP-10522,Cognizant,Legal,CC-103 IT,6424.47,8912.25,2024-09-23,EUR
AP-10523,SAP SE,Consulting,CC-101 Finance,5298.19,6125.48,2024-07-10,EUR
AP-10524,Cisco Systems,Hardware,CC-103 IT,30234.35,38141.2,2024-06-21,USD
AP-10525,HCL Technologies,Hardware,CC-103 IT,37411.75,38141.2,2024-11-29,USD
AP-10526,KPMG,Cloud,CC-105 Marketing,16679.09,17376.32,2024-11-03,USD
AP-10527,HCL Technologies,Cloud,CC-106 Legal,21357.35,17376.32,2024-05-31,USD
AP-10528,Microsoft,Marketing,CC-104 HR,37617.81,45148.08,2024-10-19,INR
AP-10529,HCL Technologies,Software Licenses,CC-106 Legal,13750.04,15044.48,2024-12-09,USD
AP-10530,ServiceNow,Hardware,CC-102 Operations,36256.95,38141.2,2024-04-02,USD
AP-10531,WIPRO,Cloud,CC-106 Legal,16044.21,17376.32,2024-04-03,EUR
AP-10532,HCL Technologies,Consulting,CC-102 Operations,5498.75,6125.48,2024-06-06,USD
AP-10533,HCL Technologies,Facilities,CC-103 IT,27847.29,35451.48,2024-03-01,USD
AP-10534,Deloitte Consulting,Consulting,CC-104 HR,4901.55,6125.48,2024-12-14,USD
AP-10535,ServiceNow,Hardware,CC-104 HR,51507.46,38141.2,2024-03-11,INR
AP-10536,HCL Technologies,Marketing,CC-105 Marketing,44906.98,45148.08,2024-03-14,USD
AP-10537,Amazon Web Services,Legal,CC-103 IT,5977.71,8912.25,2024-11-20,INR
AP-10538,ACCENTURE,Hardware,CC-102 Operations,25457.05,38141.2,2024-03-22,USD
AP-10539,I.B.M.,Marketing,CC-106 Legal,34836.72,45148.08,2024-09-01,USD
AP-10540,Accenture,Software Licenses,CC-106 Legal,9111.4,15044.48,2024-06-13,EUR
AP-10541,KPMG,IT Services,CC-106 Legal,44224.8,33774.21,2024-04-25,EUR
AP-10542,Cognizant,Hardware,CC-102 Operations,46956.94,38141.2,2024-06-05,INR
AP-10543,IBM,Hardware,CC-103 IT,30822.49,38141.2,2024-09-25,USD
AP-10544,Microsoft,Cloud,CC-103 IT,13832.79,17376.32,2024-04-06,INR
AP-10545,SAP SE,IT Services,CC-102 Operations,33569.94,33774.21,2024-04-18,EUR
AP-10546,Accenture Ltd,Consulting,CC-103 IT,5616.15,6125.48,2024-07-11,EUR
AP-10547,Tata Consultancy,IT Services,CC-105 Marketing,29207.53,33774.21,2024-11-30,INR
AP-10548,Deloitte Consulting,Consulting,CC-104 HR,3978.12,6125.48,2024-05-09,USD
AP-10549,Oracle Corporation,IT Services,CC-103 IT,21628.73,33774.21,2024-09-23,USD
AP-10550,Cisco Systems,Cloud,CC-104 HR,11155.0,17376.32,2024-11-12,INR
AP-10551,Infosys,Consulting,CC-101 Finance,5167.46,6125.48,2024-05-14,EUR
AP-10552,KPMG,Facilities,CC-106 Legal,23545.08,35451.48,2024-10-07,USD
AP-10553,KPMG,Legal,CC-103 IT,5392.8,8912.25,2024-02-15,INR
AP-10554,Adobe Systems,Legal,CC-102 Operations,8126.28,8912.25,2024-02-08,EUR
AP-10555,Wipro Limited,Software Licenses,CC-104 HR,10808.09,15044.48,2024-08-25,INR
AP-10556,Wipro Ltd,IT Services,CC-103 IT,29407.43,33774.21,2024-08-06,EUR
AP-10557,Wipro,IT Services,CC-101 Finance,29226.24,33774.21,2024-03-28,USD
AP-10558,Cognizant,Legal,CC-105 Marketing,7960.66,8912.25,2024-07-09,USD
AP-10559,Amazon Web Services,Marketing,CC-104 HR,31997.94,45148.08,2024-07-16,EUR
AP-10560,Salesforce,Marketing,CC-106 Legal,30100.74,45148.08,2024-03-08,EUR
AP-10561,Deloitte,Consulting,CC-104 HR,4857.93,6125.48,2024-10-18,EUR
AP-10562,Google Cloud,Cloud,CC-105 Marketing,12918.24,17376.32,2024-01-15,EUR
AP-10563,ORACLE CORP,Legal,CC-101 Finance,6918.36,8912.25,2024-02-02,USD
AP-10564,HCL Technologies,IT Services,CC-106 Legal,27354.65,33774.21,2024-10-22,EUR
AP-10565,Adobe Systems,Software Licenses,CC-106 Legal,12150.52,15044.48,2024-12-18,EUR
AP-10566,Cisco Systems,Consulting,CC-104 HR,4284.35,6125.48,2024-06-26,EUR
AP-10567,SAP SE,Cloud,CC-105 Marketing,14685.87,17376.32,2024-01-06,EUR
AP-10568,Amazon Web Svc,Legal,CC-102 Operations,10936.76,8912.25,2024-05-03,USD
AP-10569,Tata Consultancy,IT Services,CC-105 Marketing,28955.54,33774.21,2024-07-25,INR
AP-10570,IBM Ltd,Legal,CC-105 Marketing,8401.0,8912.25,2024-08-16,USD
AP-10571,WIPRO,IT Services,CC-101 Finance,20748.6,33774.21,2024-10-08,INR
AP-10572,IBM India,Software Licenses,CC-106 Legal,14745.73,15044.48,2024-07-05,INR
AP-10573,McKinsey & Co,Legal,CC-103 IT,7556.73,8912.25,2024-08-30,EUR
AP-10574,Cognizant,Legal,CC-101 Finance,11443.59,8912.25,2024-01-02,USD
AP-10575,Cognizant,Hardware,CC-105 Marketing,33596.23,38141.2,2024-01-24,INR
AP-10576,Salesforce,Cloud,CC-106 Legal,13270.02,17376.32,2024-05-10,EUR
AP-10577,KPMG,Software Licenses,CC-101 Finance,11391.06,15044.48,2024-08-22,INR
AP-10578,HCL Technologies,Consulting,CC-104 HR,7811.84,6125.48,2024-12-10,EUR
AP-10579,WIPRO,Legal,CC-106 Legal,7144.76,8912.25,2024-09-12,INR
AP-10580,ServiceNow,IT Services,CC-105 Marketing,31596.67,33774.21,2024-09-04,EUR
AP-10581,AWS,Cloud,CC-101 Finance,14599.9,17376.32,2024-06-13,EUR
AP-10582,SAP SE,Marketing,CC-105 Marketing,40856.75,45148.08,2024-05-20,USD
AP-10583,HCL Technologies,Hardware,CC-104 HR,24992.86,38141.2,2024-11-04,EUR
AP-10584,ServiceNow,Hardware,CC-106 Legal,27673.89,38141.2,2024-10-10,EUR
AP-10585,KPMG,Software Licenses,CC-102 Operations,10775.33,15044.48,2024-06-25,EUR
AP-10586,Oracle Corporation,Facilities,CC-106 Legal,41824.27,35451.48,2024-09-02,EUR
AP-10587,Adobe Systems,Marketing,CC-106 Legal,42283.69,45148.08,2024-05-26,USD
AP-10588,Accenture,IT Services,CC-104 HR,29319.45,33774.21,2024-04-12,USD
AP-10589,Amazon AWS,Hardware,CC-102 Operations,33420.77,38141.2,2024-05-31,INR
AP-10590,Workday,IT Services,CC-103 IT,21649.0,33774.21,2024-12-11,EUR
